Taxar,ID,Provyteareal,Proportion_pine,Both Pine cover,Birch cover,Aspen cover,Rowan cover,Salix cover ,Oak,RASE_proportion,RASE presence,NordKoordinat,OstKoordinat,HuggnKlass,Browsing_presence,Moose pellet groups,Moose presence ,Wolf territory,Time since establishment,Small roads,Big roads,Pellet counts,Fresh only,Fresh and old ,Fresh ,Old and fresh,Old,Other ,No browsing,Total trees
2014,2.01E+11,153.94,0.072106015,11.1,11,1,0.1,0.1,0,0.007795245,1,6701378,410172,22,0,0,0,1,12,271.6047489,4371.718892,0,0,0,0,2,2,1,0,3
2006,2.01E+11,153.94,0.17539301,27,27,0,0,0,0,0,0,6621582,387087,22,0,1,1,0,0,273.5835391,4483.324669,1,0,0,0,1,1,0,2,3
2011,2.01E+11,153.94,0.038976225,6,6,0,0,0,0,0,0,6824913,414071,23,0,0,0,0,0,274.1946209,2277.47658,0,0,0,0,1,1,0,2,3
2006,2.01E+11,153.94,0.123424711,19,19,2,2,0,0,0.02598415,1,6814570,514165,23,0,0,0,1,3,275.5944498,7998.020128,0,0,0,0,0,0,0,0,0
2004,2.00E+11,153.94,0.350786021,54,54,0,0,0,0,0,0,6649892,536683,23,1,0,0,0,0,276.0941376,761.638237,0,1,1,2,1,2,0,0,3
2016,2.02E+11,153.94,0.279979213,43.1,43,0,0.1,0.1,0,0.001299207,1,6500404,304264,22,0,0,0,0,0,276.304777,890.469797,0,0,0,0,0,0,0,0,0
2005,2.01E+11,153.94,0.032480187,5,3,0,2,2,0,0.02598415,1,6673384,454926,22,0,0,0,1,8,276.4171491,409.705707,0,0,0,0,0,0,0,0,0
2005,2.01E+11,153.94,0,0,0,0,0,0,0,0,0,6822742,488575,22,0,0,0,0,0,277.8341269,3444.601547,0,0,0,0,0,0,1,5,6
2006,2.01E+11,153.94,0.272833572,42,42,0,0,0,0,0,0,6506228,348852,22,0,1,1,1,3,278.7487288,472.539062,1,0,0,0,0,0,0,0,0
2015,2.02E+11,153.94,0.324801871,50,50,0,0,0,0,0,0,6685316,365467,22,0,3,1,1,10,279.1618173,1825.127213,3,0,0,0,3,3,0,0,3
2012,2.01E+11,153.94,0.003248019,0.5,0.5,0,0.5,0,0,0.003248019,1,6693981,446381,21,0,0,0,1,7,280.4529764,5321.16607,0,0,0,0,0,0,0,0,0
2004,2.00E+11,153.94,0.012992075,2,2,0,2,0,0,0.012992075,1,6413279,333579,21,0,0,0,0,0,281.3736395,1096.077123,0,0,2,2,4,6,0,1,7
2013,2.01E+11,153.94,0.019488112,3,3,0,0,0,0,0,0,6775819,428580,22,0,2,1,0,0,281.5849961,3682.677887,2,0,8,8,0,8,0,0,8
2004,2.00E+11,153.94,0.038976225,6,6,0,0,0,0,0,0,6667980,380524,23,0,2,1,0,0,282.4301309,281.691539,2,0,0,0,0,0,0,0,0
2008,2.01E+11,153.94,0.123424711,19,19,3,2,0,0,0.032480187,1,6819848,480814,23,0,0,0,0,0,282.8194523,8390.648302,0,0,0,0,0,0,0,3,3
2015,2.02E+11,153.94,0.792516565,122,120,0,2,2,0,0.02598415,1,6760724,506311,22,0,0,0,1,6,282.928374,1451.139223,0,0,0,0,0,0,0,0,0
2010,2.01E+11,153.94,0.285825646,44,42,0,3,2,0,0.032480187,1,6746178,383257,22,0,0,0,0,0,283.2876188,7445.859798,0,0,0,0,0,0,0,4,4
2008,2.01E+11,153.94,0.363778095,56,54,19,3,2,0,0.155904898,1,6896827,521847,23,0,0,0,0,0,284.0633687,6016.294195,0,0,0,0,0,0,0,0,0
2011,2.01E+11,153.94,0.113680655,17.5,17,0,0.5,0.5,0,0.006496037,1,6623928,509957,22,0,0,0,0,0,284.919695,276.984766,0,0,0,0,0,0,15,27,42
2007,2.01E+11,153.94,0.188385085,29,27,2,2,2,0,0.038976225,1,6591979,335971,22,0,0,0,0,0,286.3535577,142.13206,0,0,0,0,2,2,1,1,4
2015,2.02E+11,153.94,0.020137716,3.1,3,0,0,0.1,0,0.000649604,1,6750524,575920,21,0,0,0,1,2,286.359366,588.828519,0,0,0,0,2,2,3,1,6
2015,2.02E+11,153.94,0.058464337,9,7,0,0.1,2,0,0.013641679,1,6755599,600614,22,0,0,0,0,0,286.7738503,4663.735097,0,0,0,0,0,0,0,0,0
2007,2.01E+11,153.94,0.123424711,19,19,0,0,0,0,0,0,6762972,505306,22,0,0,0,1,3,286.8651091,3866.423022,0,0,0,0,0,0,3,1,4
2015,2.02E+11,153.94,0.013641679,2.1,2,0,1,0.1,0,0.007145641,1,6799739,560992,22,0,0,0,1,1,287.3284505,1032.927147,0,0,2,2,0,2,8,6,16
2003,2.00E+11,153.94,0.019488112,3,85,0,0,0,0,0,0,6681281,364873,23,0,3,1,0,0,287.3547229,745.788428,3,0,0,0,3,3,0,2,5
2006,2.01E+11,153.94,0.045472262,7,5,0,2,2,0,0.02598415,1,6898762,572604,22,1,0,0,0,0,288.6212733,2105.120474,0,2,0,2,6,6,0,5,13
2012,2.01E+11,153.94,0.061712355,9.5,9,0,0,0.5,0,0.003248019,1,6512866,484905,22,1,1,1,0,0,289.0728031,2787.925582,1,3,3,6,0,3,0,0,6
2013,2.01E+11,153.94,0.461218657,71,71,0,0,0,0,0,0,6585454,475281,22,0,0,0,1,9,290.13359,548.972154,0,0,0,0,0,0,0,0,0
2006,2.01E+11,153.94,0,0,0,3,0,0,0,0.019488112,1,6810733,608688,22,0,0,0,0,0,292.7217246,2379.642246,0,0,0,0,1,1,0,0,1
2013,2.01E+11,153.94,0.116928674,18,18,0.5,0,0,0,0.003248019,1,6589713,429618,22,1,1,1,1,2,294.311743,581.029736,1,7,5,12,5,10,0,1,18
2003,2.00E+11,153.94,0.17539301,27,12,0,0,5,0,0.032480187,1,6764375,538779,23,0,0,0,0,0,294.6998206,735.740398,0,0,0,0,0,0,1,2,3
2016,2.02E+11,153.94,0.006496037,1,1,0,0,0,0,0,0,6575572,340570,23,0,2,1,0,0,295.1104677,4996.007044,2,0,0,0,8,8,0,0,8
2004,2.00E+11,153.94,0.760036378,117,115,0,2,2,0,0.02598415,1,6708501,505970,22,1,0,0,0,0,295.2029957,2232.911065,0,2,1,3,0,1,0,12,15
2010,2.01E+11,153.94,0.012992075,2,2,0,2,0,2,0.02598415,1,6558238,382058,21,0,0,0,0,0,296.222824,281.460241,0,0,1,1,1,2,0,1,3
2011,2.01E+11,153.94,0.380018189,58.5,58,0.5,0.5,0.5,0,0.009744056,1,6889611,623911,23,0,0,0,0,0,296.6752514,2223.970366,0,0,2,2,3,5,0,1,6
2004,2.00E+11,153.94,0.012992075,2,0,0,0,2,0,0.012992075,1,6581165,351095,22,0,0,0,1,3,296.7161328,689.840329,0,0,2,2,2,4,0,0,4
2012,2.01E+11,153.94,0.081200468,12.5,12,0,0,0.5,0,0.003248019,1,6815142,503356,22,1,1,1,1,6,303.2131757,10049.13801,1,3,1,4,1,2,0,0,5
2014,2.01E+11,153.94,0.012992075,2,2,0,0,0,0,0,0,6745077,536433,21,0,0,0,1,9,304.608241,431.475994,0,0,0,0,0,0,2,11,13
2009,2.01E+11,153.94,0,0,0,0,0,0,0,0,0,6862227,400123,23,0,0,0,0,0,306.2741386,6080.660981,0,0,0,0,4,4,2,1,7
2006,2.01E+11,153.94,0,0,0,0,0,0,0,0,0,6612108,541091,22,0,0,0,1,3,306.2973489,2965.676513,0,0,0,0,12,12,0,3,15
2011,2.01E+11,153.94,0.016240094,2.5,2,0,0.5,0.5,0,0.006496037,1,6852231,511904,23,0,0,0,1,4,306.7237378,2121.817565,0,0,0,0,0,0,0,1,1
2007,2.01E+11,153.94,0.019488112,3,3,0,2,0,0,0.012992075,1,6794936,543900,23,0,0,0,0,0,306.8021121,3981.854743,0,0,0,0,0,0,0,0,0
2008,2.01E+11,153.94,0.02598415,4,2,0,0,2,0,0.012992075,1,6819353,480820,21,1,0,0,0,0,309.3232873,8192.4792,0,2,0,2,1,1,4,2,9
2016,2.02E+11,153.94,0.28647525,44.1,44,0,0,0.1,0,0.000649604,1,6602920,529659,23,0,0,0,1,13,309.9903809,2048.797722,0,0,0,0,1,1,0,0,1
2004,2.00E+11,153.94,0.064960374,10,5,0,3,5,0,0.051968299,1,6890268,572706,22,0,0,0,0,0,310.8046324,5584.633995,0,0,0,0,0,0,0,0,0
2008,2.01E+11,153.94,0.032480187,5,5,0,0,0,0,0,0,6720099,416069,23,0,0,0,1,2,311.322692,6159.083804,0,0,0,0,1,1,0,1,2
2014,2.01E+11,153.94,0.02598415,4,4,0,3,0,0,0.019488112,1,6674023,525915,22,0,0,0,0,0,312.2120464,275.460697,0,0,0,0,0,0,0,0,0
2005,2.01E+11,153.94,0.17539301,27,27,0,0,0,0,0,0,6738365,414656,22,0,0,0,0,0,312.6395986,1825.01561,0,0,0,0,5,5,0,4,9
2013,2.01E+11,153.94,0.032480187,5,5,0,0,0,0,0,0,6670156,378161,22,0,2,1,1,8,312.9752817,1387.678481,2,0,0,0,3,3,1,2,6
2016,2.02E+11,153.94,0.155904898,24,23,0,0,1,0,0.006496037,1,6653066,465077,22,0,0,0,1,15,313.209576,3736.221372,0,0,0,0,0,0,0,0,0
2004,2.00E+11,153.94,0,0,0,0,0,0,0,0,0,6804312,493795,22,0,0,0,0,0,313.303159,4708.319504,0,0,0,0,3,3,5,0,8
2005,2.01E+11,153.94,0.012992075,2,2,0,2,0,0,0.012992075,1,6639306,508770,22,0,1,1,0,0,314.2331256,464.103219,1,0,0,0,6,6,1,1,8
2011,2.01E+11,153.94,0.220865272,34,34,0,0.5,0,0,0.003248019,1,6624329,510362,22,0,0,0,0,0,315.6518398,842.405125,0,0,0,0,0,0,4,2,6
2011,2.01E+11,153.94,0.003248019,0.5,0.5,0,0.5,0,0,0.003248019,1,6766880,604421,22,0,0,0,0,0,316.5060204,2366.79064,0,0,0,0,0,0,3,1,4
2009,2.01E+11,153.94,0.240353384,37,35,0,0,2,0,0.012992075,1,6591878,472365,22,1,11,1,1,7,317.5468968,572.748178,11,10,3,13,6,9,6,19,44
2003,2.00E+11,153.94,0.077952449,12,0,0,0,0,0,0,0,6798069,433399,22,0,0,0,0,0,318.8083343,1393.306352,0,0,0,0,3,3,0,7,10
2009,2.01E+11,153.94,0.350786021,54,54,0,0,0,0,0,0,6796593,459115,22,0,0,0,1,4,319.059226,5018.787977,0,0,0,0,0,0,0,0,0
2011,2.01E+11,153.94,0.02598415,4,2,2,2,2,0,0.038976225,1,6883663,588977,23,0,0,0,0,0,319.196734,3129.999006,0,0,0,0,0,0,0,0,0
2015,2.02E+11,153.94,0.253345459,39,39,0,0,0,0,0,0,6727339,531605,23,0,1,1,1,8,319.853885,1350.442815,1,0,0,0,24,24,0,7,31
2016,2.02E+11,153.94,0.17539301,27,26,0,0,1,0,0.006496037,1,6438495,344476,23,0,0,0,0,0,320.8966362,1257.060222,0,0,0,0,1,1,0,0,1
2003,2.00E+11,153.94,0,0,27,0,2,0,0,0.012992075,1,6388722,418222,22,0,0,0,0,0,322.6994324,485.714648,0,0,0,0,0,0,0,0,0
2007,2.01E+11,153.94,0.188385085,29,27,0,0,2,0,0.012992075,1,6691912,376234,21,0,0,0,1,4,323.1216169,1923.73217,0,0,0,0,1,1,0,2,3
2015,2.02E+11,153.94,0,0,0,0,0,0,0,0,0,6533636,328235,22,1,1,1,0,0,323.1675602,615.682193,1,6,0,6,9,9,6,2,23
2011,2.01E+11,153.94,0.003248019,0.5,0.5,0,0.5,0,0,0.003248019,1,6707743,549662,22,0,0,0,0,0,324.7398031,296.108457,0,0,2,2,0,2,0,0,2
2003,2.00E+11,153.94,0.649603742,100,0,2,0,0,0,0.012992075,1,6879321,577349,23,0,0,0,0,0,325.8569102,766.11607,0,0,0,0,0,0,0,0,0
2008,2.01E+11,153.94,0.077952449,12,12,0,0,0,0,0,0,6787696,467719,21,0,0,0,1,3,326.0586577,4292.233534,0,0,0,0,0,0,5,3,8
2013,2.01E+11,153.94,0.02598415,4,4,0,0.5,0,0,0.003248019,1,6771735,533712,23,0,1,1,1,10,326.3767347,3114.919554,1,0,1,1,0,1,0,0,1
2005,2.01E+11,153.94,0.051968299,8,8,0,0,0,0,0,0,6898506,552116,22,0,0,0,1,1,326.5617837,1729.28103,0,0,0,0,9,9,0,0,9
2007,2.01E+11,153.94,0,0,0,0,0,0,0,0,0,6781976,425102,23,0,0,0,0,0,327.4125331,5185.771878,0,0,0,0,0,0,5,7,12
2014,2.01E+11,153.94,0.298817721,46,45,0,0,1,0,0.006496037,1,6665450,564766,21,0,0,0,0,0,329.0980763,1356.500492,0,0,0,0,0,0,0,1,1
2003,2.00E+11,153.94,0.038976225,6,3,0,0,0,0,0,0,6819489,508603,22,0,0,0,0,0,330.3507454,9045.653657,0,0,0,0,0,0,1,10,11
2009,2.01E+11,153.94,0.019488112,3,3,0,0,0,0,0,0,6828064,458223,23,0,0,0,0,0,331.1474176,1487.24699,0,0,0,0,0,0,6,0,6
2006,2.01E+11,153.94,0.032480187,5,3,0,0,2,0,0.012992075,1,6636311,365418,23,0,1,1,0,0,332.4159151,379.677051,1,0,0,0,0,0,0,1,1
2007,2.01E+11,153.94,0.012992075,2,2,0,0,0,0,0,0,6797835,454899,22,0,0,0,1,2,334.6229215,3979.007946,0,0,0,0,0,0,1,11,12
2008,2.01E+11,153.94,0.051968299,8,8,0,0,0,0,0,0,6788192,467710,22,0,0,0,1,3,334.6507624,4667.833316,0,0,0,0,0,0,7,3,10
2007,2.01E+11,153.94,0.272833572,42,42,0,2,0,0,0.012992075,1,6709244,485472,22,0,0,0,0,0,336.6606168,285.103423,0,0,0,0,0,0,1,2,3
2015,2.02E+11,153.94,0.006496037,1,1,2,0.1,0,0,0.013641679,1,6752024,576420,22,0,0,0,1,2,336.9120758,1618.014746,0,0,0,0,0,0,2,7,9
2015,2.02E+11,153.94,0.097440561,15,15,0,0,0,0,0,0,6672487,363332,23,0,0,0,1,11,336.9440298,3634.648721,0,0,0,0,1,1,2,2,5
2008,2.01E+11,153.94,0.012992075,2,2,0,0,0,0,0,0,6690402,563382,22,0,0,0,0,0,337.0837507,2159.45867,0,0,0,0,1,1,0,0,1
2015,2.02E+11,153.94,0.233857347,36,32,0.1,3,4,0,0.046121866,1,6662606,470464,21,1,0,0,1,16,337.6950376,491.813935,0,1,0,1,0,0,0,0,1
2016,2.02E+11,153.94,0.181889048,28,28,0,0,0,0,0,0,6629890,544959,22,0,0,0,1,10,339.3568923,437.707128,0,0,0,0,0,0,0,24,24
2011,2.01E+11,153.94,0.035728206,5.5,5,0.5,0,0.5,0,0.006496037,1,6774601,499857,22,0,0,0,1,8,340.1667138,6367.517669,0,0,1,1,0,1,0,1,2
2005,2.01E+11,153.94,0.032480187,5,5,0,2,0,0,0.012992075,1,6738714,565092,22,0,0,0,0,0,341.1181585,6600.894775,0,0,2,2,5,7,0,6,13
2013,2.01E+11,153.94,0.045472262,7,7,0,0,0,0,0,0,6801975,442031,22,0,0,0,1,1,342.0559682,5866.401334,0,0,0,0,0,0,4,1,5
2006,2.01E+11,153.94,0.051968299,8,8,0,2,0,2,0.02598415,1,6402181,373684,22,0,0,0,0,0,343.032729,717.669896,0,0,3,3,0,3,0,0,3
2003,2.00E+11,153.94,0,0,42,0,0,0,0,0,0,6869268,612464,22,0,0,0,0,0,343.5420992,548.051882,0,0,0,0,0,0,0,0,0
2013,2.01E+11,153.94,0.584643368,90,90,0,0,0,0,0,0,6756401,492482,22,0,0,0,1,5,343.7905725,2469.381932,0,0,1,1,0,1,0,1,2
2006,2.01E+11,153.94,0.019488112,3,3,0,2,0,0,0.012992075,1,6673609,555391,22,0,0,0,0,0,344.0399176,105.42339,0,0,0,0,0,0,0,0,0
2014,2.01E+11,153.94,0.013641679,2.1,2,0,0,0.1,0,0.000649604,1,6736330,450631,22,0,0,0,1,6,344.2676053,344.229586,0,0,0,0,0,0,0,1,1
2016,2.02E+11,153.94,0.253995063,39.1,39,0,0.1,0.1,0,0.001299207,1,6632050,420808,23,0,0,0,1,6,345.8556938,2121.015468,0,0,1,1,3,4,4,1,9
2004,2.00E+11,153.94,0.012992075,2,2,0,0,0,0,0,0,6876193,357574,21,0,0,0,0,0,345.9069003,5929.913182,0,0,0,0,1,1,0,3,4
2005,2.01E+11,153.94,0.17539301,27,27,0,0,0,0,0,0,6419763,339493,23,0,0,0,0,0,348.359495,2143.040486,0,0,0,0,3,3,0,0,3
2015,2.02E+11,153.94,0.001299207,0.2,0.1,0,0,0.1,0,0.000649604,1,6715920,476278,21,0,0,0,1,14,349.0951124,3612.257425,0,0,0,0,0,0,1,4,5
2007,2.01E+11,153.94,0.272833572,42,42,2,0,0,0,0.012992075,1,6723790,489291,22,0,0,0,0,0,349.4944871,1943.805537,0,0,0,0,0,0,1,1,2
2011,2.01E+11,153.94,0.474210731,73,73,0,0.5,0,0,0.003248019,1,6612381,354425,23,1,3,1,1,1,350.4583338,3717.355442,3,1,0,1,1,1,0,1,3
2006,2.01E+11,153.94,0.051968299,8,8,0,3,0,0,0.019488112,1,6694167,601123,23,0,1,1,0,0,351.2340376,3011.754623,1,0,0,0,0,0,0,0,0
2003,2.00E+11,153.94,0.350786021,54,8,0,0,0,0,0,0,6768206,524738,23,0,1,1,0,0,351.3634333,2256.859927,1,0,0,0,2,2,0,9,11
2011,2.01E+11,153.94,0.876965051,135,135,0,0.5,0,0,0.003248019,1,6727399,562933,22,0,0,0,1,5,353.6485041,4412.142768,0,0,0,0,0,0,0,0,0
2003,2.00E+11,153.94,0.051968299,8,2,0,0,0,0,0,0,6844368,539294,23,0,2,1,0,0,355.4724573,936.13175,2,0,0,0,0,0,0,1,1
2009,2.01E+11,153.94,0.285825646,44,42,0,2,2,0,0.02598415,1,6789750,512671,22,0,0,0,1,8,355.5403246,6119.481864,0,0,1,1,2,3,2,2,7
2013,2.01E+11,153.94,0.539171106,83,80,0,0.5,3,0,0.022736131,1,6629698,448465,22,0,0,0,1,13,357.5867783,1596.88598,0,0,0,0,10,10,0,1,11
2010,2.01E+11,153.94,0.136416786,21,19,0,2,2,0,0.02598415,1,6739678,464818,23,0,1,1,1,10,358.221236,7192.093508,1,0,0,0,3,3,3,0,6
2014,2.01E+11,153.94,0.130570352,20.1,20,0,0.1,0.1,0,0.001299207,1,6551770,318204,23,0,1,1,1,15,359.4649666,281.017643,1,0,0,0,0,0,2,2,4
2010,2.01E+11,153.94,0.55216318,85,85,0,0,0,0,0,0,6599746,527044,22,0,0,0,1,3,360.4101566,436.80273,0,0,0,0,0,0,0,0,0
2008,2.01E+11,153.94,0.012992075,2,2,0,0,0,0,0,0,6633419,358162,22,0,0,0,1,1,361.2263652,838.873712,0,0,0,0,10,10,0,7,17
2015,2.02E+11,153.94,0.155904898,24,21,0,0,3,0,0.019488112,1,6374651,413727,22,1,0,0,0,0,362.6168825,1043.596291,0,1,0,1,3,3,2,0,6
2015,2.02E+11,153.94,0.038976225,6,6,1,0,0,0,0.006496037,1,6716921,476277,21,0,0,0,1,14,362.7060865,2914.88449,0,0,0,0,1,1,2,0,3
2006,2.01E+11,153.94,0.123424711,19,19,0,0,0,0,0,0,6904642,523046,23,1,0,0,0,0,363.7345905,11269.16344,0,1,0,1,3,3,0,3,7
2004,2.00E+11,153.94,0.032480187,5,3,0,2,2,0,0.02598415,1,6823050,513566,22,0,0,0,0,0,364.6106871,2970.077199,0,0,1,1,7,8,3,4,15
2014,2.01E+11,153.94,0.006496037,1,1,0,0,0,0,0,0,6763853,573456,22,0,0,0,1,14,365.2235657,1532.731126,0,0,0,0,1,1,2,4,7
2007,2.01E+11,153.94,0.272833572,42,42,0,0,0,0,0,0,6642096,540727,23,0,2,1,0,0,365.6892717,673.084917,2,0,0,0,4,4,1,4,9
2010,2.01E+11,153.94,0.012992075,2,2,0,0,0,0,0,0,6802089,418570,22,0,0,0,1,2,366.9113397,231.496089,0,0,0,0,0,0,1,3,4
2012,2.01E+11,153.94,0.035728206,5.5,5,0,0,0.5,0,0.003248019,1,6513663,484905,23,0,0,0,0,0,370.6383826,3150.847422,0,0,1,1,8,9,0,0,9
2011,2.01E+11,153.94,0.792516565,122,122,0,0,0,0,0,0,6635137,375637,23,0,0,0,1,4,370.6585499,286.39365,0,0,0,0,0,0,0,0,0
2012,2.01E+11,153.94,0.792516565,122,122,0,0,0,0,0,0,6735459,487857,22,0,1,1,1,5,370.9314635,409.016798,1,0,0,0,1,1,0,0,1
2005,2.01E+11,153.94,0.019488112,3,3,0,0,0,0,0,0,6812650,439725,23,0,0,0,0,0,371.4651868,10172.65849,0,0,0,0,1,1,0,1,2
2010,2.01E+11,153.94,0.045472262,7,5,0,0,2,0,0.012992075,1,6828297,477702,21,0,0,0,0,0,371.6685024,11590.0535,0,0,0,0,0,0,3,4,7
2014,2.01E+11,153.94,0.57814733,89,88,3,0,1,0,0.02598415,1,6602011,386307,23,0,1,1,0,0,372.4724848,478.784683,1,0,2,2,8,10,4,6,20
2005,2.01E+11,153.94,0.012992075,2,2,0,2,0,0,0.012992075,1,6572446,456153,23,0,0,0,0,0,375.9153641,2586.465415,0,0,0,0,2,2,0,8,10
2008,2.01E+11,153.94,0.077952449,12,12,0,2,0,0,0.012992075,1,6801875,442049,22,0,0,0,0,0,376.7992574,5852.037667,0,0,0,0,6,6,0,3,9
2015,2.02E+11,153.94,0.051968299,8,8,0,0,0,0,0,0,6787381,518219,21,0,0,0,1,12,378.2969539,1983.137875,0,0,1,1,3,4,2,1,7
2003,2.00E+11,153.94,0,0,12,0,2,0,0,0.012992075,1,6865222,568018,22,0,1,1,0,0,378.6362361,3493.378955,1,0,1,1,4,5,0,2,7
2012,2.01E+11,153.94,0.103936599,16,16,0,0,0,0,0,0,6662050,493240,22,0,0,0,0,0,378.9268689,3281.226202,0,0,0,0,0,0,0,0,0
2009,2.01E+11,153.94,0.55216318,85,85,3,2,0,0,0.032480187,1,6785548,536224,22,0,2,1,1,6,379.7334021,10603.97153,2,0,0,0,0,0,0,0,0
2012,2.01E+11,153.94,0.12667273,19.5,19,0,0,0.5,0,0.003248019,1,6459343,356018,22,1,1,1,0,0,381.1970271,2897.413211,1,8,3,11,2,5,0,0,13
2008,2.01E+11,153.94,0.272833572,42,42,0,2,0,0,0.012992075,1,6844083,621473,22,0,0,0,0,0,382.203161,1675.613433,0,0,0,0,0,0,0,0,0
2009,2.01E+11,153.94,0.123424711,19,19,0,0,0,0,0,0,6712949,567607,22,0,0,0,1,3,385.0891262,475.166702,0,0,0,0,0,0,1,1,2
2014,2.01E+11,153.94,0.001299207,0.2,0.1,0.1,0,0.1,0,0.001299207,1,6812514,456574,23,0,1,1,0,0,386.2890489,1413.695035,1,0,0,0,0,0,6,4,10
2014,2.01E+11,153.94,0.013641679,2.1,2,0,0.1,0.1,0,0.001299207,1,6812014,456574,22,0,0,0,0,0,386.3969438,1777.697723,0,0,0,0,4,4,1,2,7
2003,2.00E+11,153.94,0.17539301,27,42,0,0,0,0,0,0,6750389,579432,21,0,0,0,0,0,387.3495453,2575.000862,0,0,1,1,3,4,0,0,4
2013,2.01E+11,153.94,0.032480187,5,5,0,0,0,0,0,0,6719711,464449,22,0,0,0,1,13,389.3724638,4455.214377,0,0,0,0,0,0,1,0,1
2014,2.01E+11,153.94,0.077952449,12,12,0,0,0,0,0,0,6397022,343705,23,0,0,0,0,0,389.8279788,402.802786,0,0,0,0,2,2,0,1,3
2004,2.00E+11,153.94,0.019488112,3,3,0,0,0,0,0,0,6602226,315859,22,1,0,0,0,0,389.9055869,2818.47175,0,1,1,2,1,2,1,0,4
2015,2.02E+11,153.94,0.143562427,22.1,22,0,0,0.1,0,0.000649604,1,6677435,472599,23,0,1,1,1,18,391.9628788,1136.499834,1,0,0,0,5,5,2,2,9
2007,2.01E+11,153.94,0.019488112,3,3,0,0,0,0,0,0,6525330,295457,22,0,0,0,0,0,394.9010231,2987.390763,0,0,0,0,1,1,1,1,3
2004,2.00E+11,153.94,0.012992075,2,2,2,0,0,0,0.012992075,1,6543299,295537,22,0,1,1,0,0,395.1283401,966.568144,1,0,0,0,5,5,0,19,24
2016,2.02E+11,153.94,0,0,0,0,0,0,0,0,0,6824603,599540,22,0,0,0,0,0,396.0368799,1192.16788,0,0,0,0,0,0,2,1,3
2009,2.01E+11,153.94,0.285825646,44,42,0,2,2,0,0.02598415,1,6658281,429322,21,0,0,0,0,0,396.2940484,1052.007018,0,0,1,1,3,4,2,6,12
2016,2.02E+11,153.94,0.064960374,10,9,0,0,1,0,0.006496037,1,6422331,321814,22,0,0,0,0,0,398.5777982,531.266705,0,0,0,0,0,0,0,0,0
2011,2.01E+11,153.94,0.012992075,2,2,0,0.5,0,0,0.003248019,1,6697875,398351,22,1,1,1,1,10,401.6913179,4580.548588,1,15,18,33,3,21,0,4,40
2004,2.00E+11,153.94,0.038976225,6,6,0,0,0,0,0,0,6717942,379413,22,1,0,0,1,5,403.0099261,3013.600026,0,8,8,16,2,10,1,1,20
2004,2.00E+11,153.94,0.051968299,8,8,0,2,0,0,0.012992075,1,6537318,308100,21,0,0,0,1,7,403.6976157,400.702128,0,0,0,0,0,0,0,0,0
2006,2.01E+11,153.94,0.123424711,19,19,0,0,0,0,0,0,6652299,590587,22,0,0,0,0,0,403.8237765,989.244232,0,0,0,0,0,0,0,5,5
2003,2.00E+11,153.94,0.038976225,6,3,0,0,2,0,0.012992075,1,6712003,384480,21,1,0,0,1,4,404.4210045,3434.539267,0,7,0,7,0,0,1,0,8
2005,2.01E+11,153.94,0.019488112,3,3,0,0,0,0,0,0,6867829,368161,22,0,2,1,0,0,405.8055727,4405.223004,2,0,0,0,4,4,0,0,4
2005,2.01E+11,153.94,0.019488112,3,3,0,0,0,0,0,0,6788694,483500,22,0,0,0,0,0,407.0986262,124.957952,0,0,0,0,0,0,0,0,0
2008,2.01E+11,153.94,0.019488112,3,3,0,0,0,0,0,0,6787720,469216,21,0,0,0,1,3,407.237541,5402.871258,0,0,0,0,0,0,3,0,3
2014,2.01E+11,153.94,0.045472262,7,7,0,0.1,0,0,0.000649604,1,6642527,440327,21,0,0,0,1,13,407.388877,2777.36601,0,0,0,0,0,0,0,3,3
2006,2.01E+11,153.94,0.02598415,4,2,0,2,2,0,0.02598415,1,6783769,449072,22,0,2,1,1,1,409.2311072,877.2353,2,0,1,1,4,5,0,1,6
2008,2.01E+11,153.94,0.17539301,27,27,0,0,0,0,0,0,6394153,387975,22,0,2,1,0,0,410.2437185,1995.754781,2,0,0,0,0,0,0,0,0
2013,2.01E+11,153.94,0.012992075,2,2,0,0.5,0,0,0.003248019,1,6667216,544297,22,0,1,1,1,3,411.4892365,1401.488245,1,0,0,0,3,3,0,4,7
2006,2.01E+11,153.94,0.012992075,2,2,0,2,0,0,0.012992075,1,6738286,530099,22,0,0,0,1,1,414.459335,715.312481,0,0,0,0,3,3,0,0,3
2007,2.01E+11,153.94,0.077952449,12,12,0,2,0,0,0.012992075,1,6613805,446149,21,0,1,1,0,0,416.3856062,1436.489312,1,0,0,0,0,0,0,0,0
2003,2.00E+11,153.94,0.077952449,12,2,0,2,0,0,0.012992075,1,6728436,460750,22,0,0,0,1,6,417.6755342,8535.492282,0,0,3,3,3,6,1,1,8
2010,2.01E+11,153.94,0.012992075,2,2,0,0,0,0,0,0,6723968,407017,21,0,1,1,1,2,420.8848868,13449.83111,1,0,0,0,6,6,0,0,6
2013,2.01E+11,153.94,0.142912823,22,22,0,0.5,0,0,0.003248019,1,6738681,424973,22,1,0,0,0,0,421.6797608,5586.732091,0,4,6,10,16,22,0,4,30
2015,2.02E+11,153.94,0.129920748,20,12,0,0.1,8,0,0.052617903,1,6692553,462988,21,0,0,0,1,9,422.4431161,5896.249488,0,0,0,0,2,2,0,2,4
